SYMBOL	SYMBOL	Norm_F_GSM96454	Norm_F_GSM96455	Norm_F_GSM96456	Norm_F_GSM96457	Norm_F_GSM96458	Norm_F_GSM96459	Norm_F_GSM96461	Norm_M_GSM96470	Norm_M_GSM96471	Norm_M_GSM96472	Norm_M_GSM96473	Norm_M_GSM96474	Norm_M_GSM96475	Norm_M_GSM96476	Tumour_F_GSM96462	Tumour_F_GSM96463	Tumour_F_GSM96464	Tumour_F_GSM96466	Tumour_F_GSM96467	Tumour_F_GSM96468	Tumour_F_GSM96469	Tumour_M_GSM96477	Tumour_M_GSM96478	Tumour_M_GSM96479	Tumour_M_GSM96480	Tumour_M_GSM96481	Tumour_M_GSM96482	Tumour_M_GSM96483	p-value
MGC4248	MGC4248	0.826450971	5.395220988	2.658900117	4.022764671	5.789889053	5.845501719	2.277675087	3.150822189	4.454965315	0.552141018	3.163120797	1.00E-06	3.943435361	4.378119065	5.197554896	8.117984686	4.870312885	2.781745001	7.055916048	3.943435361	5.707120741	3.046041394	3.943435361	3.689893417	3.135538434	4.152266272	1.992030087	4.547752242	0.108166075
MGC4251	MGC4251	1.00E-06	0.251128973	0.966967048	0.819265502	0.700342665	0.906799985	0.531013704	1.169142516	0.684960546	0.693602952	0.290972321	0.46863347	0.246118992	0.231237135	0.885374638	0.466261596	0.718480261	0.532174698	0.691844786	0.648788066	0.242801977	0.422868161	0.413056897	0.970040033	0.774324411	0.215660781	0.363205882	0.431185325	0.905133487
MGC4266	MGC4266	0.504383196	1.00E-06	0.654020074	1.373045304	1.092722946	0.159839441	1.04616579	0.919607625	1.00E-06	1.00E-06	0.211957494	0.844014471	0.299636271	1.064554708	1.824376117	2.502464894	0.559666369	1.829437362	1.663398466	1.269521906	1.793333873	0.964200423	0.29509857	2.29617472	0.907610346	1.00E-06	0.640127987	0.853007419	0.011578997
MGC4268	MGC4268	3.049132877	0.53748461	1.928944766	2.24489454	1.182231506	0.331247892	1.402796561	2.228275816	0.831277813	3.08383903	0.54457526	2.034841816	2.573251824	2.343902659	2.199321728	2.511213007	1.205066709	2.292997625	1.510484993	1.702302552	1.866710037	1.414858892	1.489955169	1.739830298	2.326711813	0.181584759	1.578602445	1.563951287	0.860263122
MGC4276	MGC4276	1.244265816	1.792214942	2.37036086	2.764062718	1.75640472	1.663398466	1.966403945	3.297481258	2.221548569	1.598403941	3.114068445	1.296956324	1.834490767	1.878873363	2.561488524	1.114956059	2.387154714	1.65114329	1.822200728	2.77014972	2.099607881	3.335660107	2.673087214	4.312915495	2.956013271	3.65079155	4.093883298	2.648846415	0.034914114
MGC4278	MGC4278	0.805269749	2.401706398	2.657403034	2.727472527	2.166157047	4.543596283	1.83888046	0.439521328	0.983255678	1.00E-06	0.769801751	0.301200779	0.801091765	1.786347145	4.018174991	4.60276172	3.459012428	1.723887485	1.776451474	2.810905084	2.055870755	2.104106458	3.091418698	1.761026797	2.156827432	2.637664934	2.29886243	2.403613504	0.016654208
MGC4281	MGC4281	11.45605055	12.68082425	8.41887716	7.03521729	8.994911427	9.280315107	9.469670819	12.27529573	14.22467385	20.57434052	13.68617687	20.08373023	20.24005998	17.95063618	7.59867262	6.08942491	8.172537417	8.626105387	8.136440428	7.344523012	8.363785758	12.62061048	15.34116618	15.3814417	23.75266547	11.14643322	13.00409997	19.29624749	0.417704035
MGC4293	MGC4293	6.647695212	4.313179137	6.588153854	6.002787444	7.681649536	4.285388165	6.822643077	1.75868488	3.529479942	1.003260255	5.239042194	0.958428083	4.476478291	1.44334415	4.367284824	8.880465448	6.774743815	8.263809637	5.280074379	5.973949461	6.003221829	3.708522509	5.885530631	3.448850868	3.921943396	4.456269496	3.000384976	4.020075394	0.237706008
MGC4294	MGC4294	0.32180411	0.266349585	0.508636848	0.454812762	0.219505329	0.059862234	0.378171193	0.593998306	0.802201841	0.29884846	0.200117715	0.43004215	0.411252238	0.114929994	0.258393073	0.250159354	0.330973585	0.28031351	0.05308113	0.271126914	0.145781715	0.356566157	0.210893625	0.380530677	0.175722679	0.204589985	0.87858483	1.00E-06	0.244327148
MGC4308	MGC4308	0.184929467	0.430351927	0.418640153	0.385433331	0.49999742	0.329141064	0.303979875	0.232783157	0.592206153	0.228590337	0.366423385	0.659899296	0.430315146	0.569297946	0.412792205	0.176967072	0.345904523	0.404977624	0.253922055	0.431364197	0.12876479	0.355504215	0.516860026	0.633153534	0.288488925	1.00E-06	1.255315661	0.360662043	0.956685693
MGC4309	MGC4309	0.122852504	0.454768573	0.601201282	0.694365285	0.688423762	1.116632841	0.303325791	0.562084857	0.268062093	1.00E-06	1.438427517	1.00E-06	0.438689668	0.183322393	0.363495111	0.515976161	0.783666631	0.334501347	0.848895534	0.503286971	0.629929185	0.319316083	0.370822584	0.599963226	0.98382499	0.559279986	0.189086096	0.768372842	0.615264369
MGC4342	MGC4342	5.714529369	1.825575226	5.979124017	6.188881918	4.651501853	5.127641929	5.491112991	2.99871147	2.894983812	4.397473769	4.145723355	5.144515824	4.308356342	2.798762009	4.063298601	4.032807608	4.92950033	4.783682231	4.913523756	4.374105945	4.037971242	3.246179221	3.216789694	3.353421313	2.969009561	3.955647167	2.693039662	2.707569914	0.162704893
MGC4368	MGC4368	0.524604952	0.859778497	1.148810396	1.08259443	1.595687198	1.046590487	1.153488409	0.675223923	0.835711835	0.323874717	1.312947162	0.165868565	0.952427134	0.524885086	1.015677901	1.157949965	0.952435716	0.867995745	1.152945673	1.10487819	1.057928558	0.818363484	0.671844069	0.766296654	0.977059094	0.712146397	1.311383828	0.861077139	0.463625783
MGC4399	MGC4399	0.605459926	2.612457639	3.003897523	2.610578888	1.257847614	1.087373768	1.327981449	3.115993847	1.482778837	3.098079964	2.549591707	3.972440234	2.097186302	1.976391651	1.815224831	2.493626509	2.337945815	2.111337873	1.281033836	2.136920278	1.546041111	2.041421786	2.53056762	2.208471095	3.774783068	2.213724782	5.031140218	2.375404551	0.542398502
MGC4400	MGC4400	0.04641431	1.031388364	0.70431113	0.804378119	0.66865519	0.231237135	0.454006913	0.159698906	0.981492175	2.102346556	0.54361	1.233702987	1.285179373	0.831277813	0.778260774	0.995695822	0.582067496	0.978791223	0.017765067	0.844822663	0.445011798	0.046316742	0.311697241	0.204589985	0.95663198	0.618425085	0.467116204	0.620060726	0.186615519
MGC4415	MGC4415	6.306036305	6.500688371	15.30189061	9.299420149	10.52973302	10.70842506	10.47684732	10.98606357	9.806844646	4.62187435	8.818857378	6.490628709	7.780203466	6.635541767	16.35735819	12.27529573	10.00658276	10.17514983	10.59194862	11.64061464	10.41000483	8.388799806	8.96166498	8.859002771	9.508110914	7.157022256	7.146863432	8.455864534	0.258027104
MGC4473	MGC4473	7.806339416	4.133656384	4.453266595	5.985183645	2.198654093	7.819525553	5.718955194	2.559041829	3.793453382	4.837725909	3.469239506	4.690537784	1.767044031	3.884680197	3.246441239	5.719940638	6.639111239	4.275204874	3.42001131	3.635139694	3.133657952	3.982527543	3.602536257	4.255044797	5.847437202	2.144295091	3.806600191	4.837725909	0.585972376
MGC4504	MGC4504	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.151863163	1.00E-06	1.00E-06	0.335561278
MGC4549	MGC4549	1.896816671	135.7139514	3.557102381	2.931617602	3.338027393	4.48676547	3.049132877	41.07686779	65.43549624	22.3558389	52.40709073	22.59407437	42.16327766	78.87213332	3.705266352	4.857198378	3.895963012	3.536813515	3.271318158	2.909578042	3.543059777	44.11263838	52.40709073	31.7139159	31.7139159	52.40709073	45.30797415	34.65083328	0.339000789
MGC4562	MGC4562	1.4817762	4.076020514	2.701267067	2.260386091	4.482672846	4.951799174	2.033404173	2.658900117	2.909578042	1.094398466	3.495380017	1.698507784	2.29763265	1.63080463	4.64008466	4.862944009	2.603361252	1.837753741	6.585756469	3.513168177	3.749110824	2.754969444	3.122738994	2.384849965	2.415987379	2.718198179	1.484274358	2.903711172	0.253541319
MGC4604	MGC4604	4.120237656	0.306585995	3.998846679	5.774093861	4.776498674	2.690365575	6.044608452	2.47120397	0.168595879	2.291295805	0.645381192	3.271318158	2.180739448	2.369275525	6.268259736	5.294542716	3.617672025	6.773694016	5.03901779	4.650943521	4.67821795	2.860158279	1.022915148	3.75741626	2.603361252	0.719628862	2.403613504	2.221548569	0.280580221
MGC4606	MGC4606	3.548281797	0.79751719	2.292997625	2.32132529	2.754969444	1.590147886	3.584514159	1.22851752	1.00E-06	1.520254169	0.728052049	1.534635544	0.960082693	1.214303498	3.043859959	2.417753861	1.256613707	2.860158279	2.394355994	2.544428406	2.641313727	1.446606277	0.775085115	1.501309976	1.391468555	0.554420729	0.372877667	1.679263571	0.876956468
MGC4607	MGC4607	0.309551563	0.242805016	0.458268233	0.281575594	0.236878862	0.322588479	0.161259018	0.320774757	0.132744586	1.00E-06	0.131268375	0.093438503	0.119025661	0.272948765	0.228944525	0.230596846	0.194750812	0.249714857	0.212518299	0.243499245	0.273402029	0.182139162	0.156997141	0.174922746	0.299946836	0.333872236	0.183673023	0.209753645	0.852623466
MGC4614	MGC4614	0.071368385	0.597322574	0.269856141	0.158376029	0.173029718	0.194013839	0.191437791	0.295062254	0.50383156	0.990108748	0.521931355	0.471950824	0.514362639	0.469641272	0.086396972	0.145883016	0.245354471	0.1254684	0.279236498	0.40042515	0.161222877	0.647054738	0.53766152	0.457856356	0.422632582	0.52297815	0.282319075	0.602210673	0.662977325
MGC4618	MGC4618	3.022132879	0.706314792	3.073950458	4.259841651	3.10154469	2.324694651	4.561951445	3.060399571	1.00E-06	2.810905084	1.005209888	4.181069465	1.61538578	3.132684755	4.097637106	4.57956262	2.350062587	4.431938239	2.17673388	3.876577712	4.209029885	2.918284328	1.664530965	5.004225593	2.761814535	0.623359761	1.58720567	2.94878147	0.377056005
MGC4638	MGC4638	0.091517318	2.513260413	0.88677775	0.690748939	0.56463715	0.173811221	0.411511972	0.454541382	1.474636811	0.474231527	1.197235884	0.771687933	0.947670833	1.403626459	1.81844158	2.401706398	0.31040125	0.690748939	0.657097209	0.775085115	1.066337694	0.966967048	1.252997154	0.611587215	0.581012798	0.490163854	1.00E-06	0.779175689	0.91739204
MGC4643	MGC4643	1.00E-06	1.00E-06	0.815320321	0.499464245	0.280053811	0.755431311	0.361189768	0.500136216	1.00E-06	1.00E-06	0.514742437	1.00E-06	1.00E-06	1.00E-06	0.538729454	0.754559202	0.540856811	0.661124269	0.835181286	0.405032035	0.68974081	0.104676064	0.45791128	0.291228445	0.122157914	1.205066709	1.00E-06	1.00E-06	0.109368934
MGC4645	MGC4645	2.835505123	0.40408174	2.821237969	2.595852679	1.922293788	1.72000786	2.225748227	1.186387488	0.626515574	0.802256772	0.152669095	0.242415293	1.786394861	0.850000504	4.47220014	2.048271991	1.421987856	3.018167847	2.173433072	3.156757886	2.239968488	1.39207615	1.370973999	1.595298043	2.574942551	0.215169733	1.707856378	1.889403292	0.092473254
MGC4655	MGC4655	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1
MGC4659	MGC4659	1.00E-06	1.00E-06	0.032268696	0.466869383	1.00E-06	1.00E-06	0.182191954	0.441327819	1.00E-06	1.00E-06	0.074614891	1.00E-06	1.00E-06	1.00E-06	0.296334407	0.040088747	1.00E-06	1.00E-06	0.241896872	0.29509857	0.338967306	0.120307568	1.00E-06	0.136146388	0.515771854	1.717189283	1.00E-06	1.00E-06	0.179941645
MGC4663	MGC4663	4.387571737	2.24489454	1.258333493	2.633233701	4.181069465	1.794625836	6.750948965	9.946004677	0.19294385	1.00E-06	0.552744045	1.420371088	2.897350883	10.45159221	12.59264272	11.22559812	1.514824469	2.973848665	10.2476137	3.408030672	6.688723167	5.555567571	3.374323616	7.41866741	4.472904835	0.742077549	5.25164637	6.701216086	0.080281852
MGC4677	MGC4677	2.806821216	1.918281311	0.92870275	0.832466014	2.769198239	1.646631631	1.569029287	0.981121239	2.359152969	1.577683882	1.603480308	1.040278432	0.965893353	1.344355801	1.818536341	2.754305583	1.252781342	1.188512809	1.904173626	1.363756631	1.479863388	1.100326424	1.303832977	1.091078899	1.077637272	1.420530268	0.884429899	1.937216704	0.572183097
MGC4692	MGC4692	1.00E-06	1.00E-06	0.074999811	1.00E-06	1.00E-06	0.077044668	0.257716191	0.064737548	1.00E-06	1.00E-06	0.908061809	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.152940398
MGC4701	MGC4701	0.32953721	2.810905084	1.238241671	0.929086894	0.899838509	1.869160795	1.258818056	1.236627569	1.179177671	1.797100728	2.345415157	1.21651129	1.50226098	0.908061809	0.881662161	0.462625954	1.285179373	0.62957059	0.83857849	1.442256353	1.134936164	2.087060076	1.687443586	1.473811356	1.850721267	3.720370045	1.83888046	1.303861394	0.773791062
MGC4707	MGC4707	0.626738441	0.552481723	0.295234743	0.201388714	0.202127724	0.182790949	0.24810169	0.377716155	0.311929763	0.855910645	0.60566096	0.423277273	0.395139334	0.447035572	0.102623805	0.003737102	0.175997717	0.054182986	0.158942926	0.257096453	0.094509793	0.187418611	0.404376943	0.464186714	0.222193494	0.300568363	0.079561163	0.147292184	0.00198134
MGC4730	MGC4730	0.128444354	1.00E-06	0.012757428	0.233180964	0.005493763	0.165846419	0.179697695	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.130693977	0.157574389	0.041795462	0.152641041	0.029212881	0.203528271	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.981358418
MGC4734	MGC4734	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.083113994	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.275223156	1.00E-06	1.00E-06	0.513921129
MGC4737	MGC4737	0.460787935	0.838494179	0.377047303	0.743802834	0.790865084	2.141662311	0.907612916	0.464077198	0.471662756	0.329248249	1.086107173	1.00E-06	0.540243791	0.692907512	0.705671516	0.163067575	1.049339048	0.365061103	1.10744394	0.778764764	0.40539926	1.343420054	0.573833083	0.61425926	0.63350638	6.374947825	1.144027329	0.455877723	0.349543984
MGC4766	MGC4766	1.00E-06	3.83927849	1.00E-06	1.00E-06	1.00E-06	0.230571994	0.058301064	0.867713333	0.961794281	0.454282867	2.203845823	0.253757918	0.74582431	1.00E-06	1.00E-06	0.022861693	1.00E-06	0.068522157	1.00E-06	0.009911551	1.00E-06	0.843553224	0.971501777	0.387168367	1.426109779	1.496362429	1.022915148	0.258651259	0.508048838
MGC4767	MGC4767	0.169475919	0.301425446	0.623359761	0.472350197	0.116306536	1.061797222	0.644714851	0.278949007	0.146887844	0.166919539	1.289900616	0.451314983	0.178760391	0.202833569	0.279807682	0.032835393	0.41836666	0.17026313	0.17745425	0.635128043	0.153679299	0.376291945	0.884066311	0.248777605	0.939281545	1.00E-06	1.00E-06	0.451586487	0.454872084
MGC4771	MGC4771	0.638213339	3.408030672	1.37140127	1.233702987	2.474925323	2.448352831	1.795828019	0.617371795	0.226079102	2.20209634	3.796678358	0.834065684	1.351225274	0.192530307	2.193416522	1.066786566	2.903711172	1.965318542	1.153767435	1.733109947	0.929086894	1.576905876	2.090166439	1.057125006	1.941935211	4.438223141	0.856476992	1.074788471	0.67122582
MGC4796	MGC4796	4.167059399	2.826784564	7.720202365	5.200819131	5.355503064	5.446785552	5.474874485	4.629116978	3.961930827	3.140352814	3.464929842	2.898106643	4.712195646	3.697507484	6.002378938	4.864261581	4.729977357	5.771440414	5.826480301	6.068572728	5.406362251	4.436638898	4.786204645	4.70923039	4.938902444	2.03565164	3.253722544	4.057210947	0.523632895
MGC4809	MGC4809	2.504312096	0.97486596	1.715262372	1.533739703	1.601065507	1.359132771	2.155473302	0.998429382	2.646807243	3.584514159	1.261260979	2.573251824	1.5838364	1.54002472	1.729532536	2.239647052	1.584632189	3.720370045	1.260572871	1.934327056	1.419539449	1.421196697	1.137215758	1.267723031	1.261977663	0.84621286	0.775085115	1.275723374	0.295717848
MGC4825	MGC4825	1.178324645	2.166328786	0.493636416	1.018690916	0.803563802	0.799188831	1.144127174	1.413456691	1.929186323	1.853100458	2.417237961	2.535622836	1.953747253	2.172365941	1.219123829	0.838553611	1.287746902	0.873951021	1.052994887	1.108870684	0.487043995	2.07705935	2.647870758	2.016072844	1.275043993	2.349975777	2.089149425	1.317730015	0.723566809
MGC4827	MGC4827	0.593720826	0.964726125	1.532935447	1.038271893	0.836395965	0.657473299	0.961340717	1.557528528	1.651932801	1.515583664	1.628121174	1.434560623	0.862867868	1.015684526	1.183376964	0.091871232	1.185759043	0.8486553	1.024096507	0.969512401	0.588172378	1.110358049	1.258818056	1.278379206	0.989357277	1.712781687	0.446001428	1.094982422	0.239403193
MGC4832	MGC4832	0.07004696	0.328936216	0.254709613	0.130284594	0.014395759	0.033372151	0.107558416	0.069925433	0.17745425	1.00E-06	1.00E-06	1.00E-06	0.757024345	0.111545572	1.00E-06	0.056962008	0.056820393	0.037454325	0.032645527	0.148390638	0.222108153	0.06742637	0.317787633	0.250159354	0.246607874	0.479804143	0.235196654	0.16439692	0.776952976
MGC4840	MGC4840	0.219505329	2.59296005	0.591688048	0.497876389	1.267723031	2.191621151	1.182231506	1.33649471	2.620932068	1.00E-06	1.712781687	0.422062662	1.061255938	0.76550688	1.241277731	0.670487798	1.359132771	0.608599072	0.965244025	1.076306031	1.431120787	1.247850849	1.532935447	0.939281545	1.608633453	3.377901603	1.817520385	1.285179373	0.510379198
MGC5139	MGC5139	0.385004936	0.219739298	0.84277923	0.625913533	0.551017068	0.742077549	0.717322359	0.563453527	0.293728658	0.568608274	0.538065545	0.419209189	0.223034615	0.133454101	1.24363011	0.318848589	0.77550439	0.998429382	0.468063983	1.098223921	0.297681972	0.576396583	0.440760992	0.512326306	0.295679087	0.254970494	0.194813791	0.372877667	0.500727679
MGC5149	MGC5149	2.951234684	2.678046952	2.47301249	3.924148881	6.720196517	5.688272769	5.951194271	3.534087063	2.36799114	2.178005836	3.75252683	3.3713802	3.554396927	4.758846594	4.62187435	7.667190651	3.880313545	3.027620833	4.227791965	4.120237656	4.820258931	4.574377522	4.209029885	4.511463739	3.394533719	4.365402333	2.211191739	3.885694614	0.429327284
MGC5178	MGC5178	0.182497428	0.093124719	0.420260006	0.271600403	0.431830303	0.421473125	0.515220443	0.332828601	0.159833431	0.23674055	0.213876792	0.261336094	0.356416837	0.441638199	0.346207399	0.43612707	0.397257781	0.410650096	1.488732518	0.496114247	0.498645856	0.577168913	0.316831056	0.348402166	0.409042771	0.335777934	0.20336462	0.397757314	0.077016552
MGC5242	MGC5242	4.109050404	3.451985346	2.903711172	3.181918966	3.091418698	5.276855511	2.622796302	3.076660573	4.006736805	4.373142605	5.089787883	6.648039771	3.934888052	3.216639749	3.591988852	2.771856523	2.805124881	2.945973456	2.328809242	4.013367233	3.181918966	4.294822913	3.784758232	3.984702459	4.113733775	3.141345373	6.277028255	4.185759421	0.526323888
MGC5297	MGC5297	0.095684127	1.00E-06	0.095124824	0.414538835	0.003486683	0.204386921	0.181385914	1.00E-06	1.00E-06	1.00E-06	0.072236433	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.084449089	0.258143725	1.00E-06	1.00E-06	0.081261782	0.064875433	1.00E-06	0.396444596	1.00E-06	0.777080352
MGC5306	MGC5306	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.02928737	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
MGC5309	MGC5309	1.00E-06	0.180698317	0.231645344	0.459972454	0.13327315	0.525345546	0.159698906	0.096974942	1.00E-06	0.254220543	0.076885152	1.00E-06	0.255630741	1.00E-06	1.00E-06	0.031767703	0.323182663	1.00E-06	1.00E-06	0.255418108	0.188816789	0.324671363	1.00E-06	1.00E-06	1.00E-06	0.432405698	1.00E-06	1.00E-06	0.349811863
MGC5338	MGC5338	0.471261543	0.191939973	0.111889585	0.005838153	1.00E-06	0.414021587	0.049742452	0.203528271	0.479259752	1.149809478	0.450254495	0.767109337	1.33379233	0.805269749	0.404240972	0.61670861	0.274449762	0.391760143	1.00E-06	0.093656927	0.290715071	0.642229644	0.743323761	0.882520755	0.853450597	0.255859571	0.579964543	0.840406023	0.821333705
MGC5347	MGC5347	1.00E-06	0.691844786	0.278474347	0.336944641	0.225635323	0.315493414	0.207436902	0.77550439	0.373119098	1.00E-06	0.451586487	0.255418108	0.77550439	0.543940029	0.0704407	2.381551303	0.424514226	0.29446853	0.523467122	0.364975687	0.883572177	0.455057601	1.515583664	0.200117715	0.582925617	0.146706059	0.449177499	0.700671993	0.149356008
MGC5352	MGC5352	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.008988143	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.013946905	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	3.948835995	1.00E-06	0.334853898
MGC5356	MGC5356	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.083113994	1.00E-06	1.00E-06	0.451586487	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.275464349	1.00E-06	0.037454325	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.679698383
MGC5363	MGC5363	9.195859788	18.26881082	11.91613272	6.595358256	11.82863294	13.92010946	8.222274032	8.9026816	13.03424964	21.35082743	25.06999244	22.00398858	22.7107515	12.59264272	7.551877848	7.780203466	8.575322725	9.257697751	6.200765182	9.699497114	9.583295215	24.66684183	37.9798609	26.42668319	26.71679049	29.14296934	20.14649338	27.27973786	0.332196954
MGC5370	MGC5370	1.00E-06	1.00E-06	1.00E-06	0.093821364	0.010663289	1.00E-06	0.044104183	0.088259724	1.00E-06	1.00E-06	0.157929822	0.665748293	1.00E-06	1.00E-06	0.096694851	1.00E-06	1.00E-06	0.005708752	1.00E-06	0.022585794	1.00E-06	1.00E-06	0.548757468	0.283739669	1.00E-06	0.498937805	1.00E-06	1.00E-06	0.690157355
MGC5384	MGC5384	1.00E-06	0.599209312	0.033630875	1.00E-06	0.824918005	0.677006316	0.156056177	0.695335487	0.434574584	1.00E-06	0.27181759	1.00E-06	0.431185325	0.129475827	0.424237414	1.20619507	0.196164474	0.042934578	0.653678405	0.159839441	0.130082608	0.456048207	0.894190671	0.286501784	0.243458872	0.16439692	0.76793329	0.273198265	0.341755598
MGC5391	MGC5391	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1
MGC5395	MGC5395	0.235924014	1.20887743	0.185584363	0.094101344	0.32451553	0.06995265	0.17638016	1.693969402	1.439430375	1.418094028	1.671762094	1.372808744	1.31731544	0.51302604	0.147066426	0.097479136	0.080668595	0.201689328	0.210184039	0.370387603	0.127930285	1.760886288	1.595092515	1.31055217	1.326912814	1.478007135	1.928370404	1.094174195	0.998329618
MGC5442	MGC5442	0.670487798	1.791326705	0.818418812	0.885867063	0.764387016	0.617660644	0.948191438	1.546982421	1.739830298	1.578602445	1.313734552	2.052012323	1.238976891	1.729532536	0.894190671	0.951373952	0.754221443	0.873733891	0.776738302	0.884066311	0.72435154	0.91045495	1.03722619	1.446606277	1.198634156	1.305435582	2.229920581	1.107744979	0.272664535
MGC5457	MGC5457	0.681789435	0.68035067	5.765685278	5.754824147	15.43411951	12.11970605	5.432034905	1.493698395	0.436354342	0.312344471	1.346740985	0.427122947	8.007850381	7.395164159	11.64061464	17.68927828	8.734625891	5.862989785	8.494755303	8.524843984	8.28686835	1.348474612	2.603361252	1.54521519	1.233702987	2.090166439	1.494598367	1.271557795	0.555327858
MGC5466	MGC5466	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.345808197	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.006019307	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.343800344
MGC5469	MGC5469	0.058590559	1.00E-06	1.782737395	2.029738906	1.386864208	1.546982421	1.568324248	1.711760791	1.00E-06	1.00E-06	1.266388463	1.00E-06	2.066585371	1.258333493	2.761814535	1.029802641	2.11325038	2.175183766	2.409571974	0.661873431	1.364572702	0.7436961	1.454487564	1.718084755	1.275723374	0.159349625	1.00E-06	1.00E-06	0.492877011
MGC5508	MGC5508	1.00E-06	1.003126033	0.250743688	0.241251321	0.350856436	0.316012392	0.124693239	0.549076276	1.1439258	1.00E-06	1.00E-06	0.213853361	0.816623759	0.651978635	0.173622731	0.385529349	0.043660937	0.49760003	0.066888721	0.320353882	0.202214737	0.400536123	0.563806772	0.141597585	0.446271604	0.216914559	0.302853156	0.307638388	0.309277774
MGC5509	MGC5509	0.151496254	2.8876337	0.065234942	0.042876068	0.414021587	0.175120719	0.131787457	1.795828019	1.920139906	3.734261756	1.70787972	1.623646866	1.721928109	1.267723031	1.00E-06	0.025608705	1.00E-06	0.383493123	1.00E-06	0.061386992	0.009555228	1.974051258	1.938859601	2.380247912	1.061255938	1.26905733	4.521931229	1.038271893	0.652945209
MGC5528	MGC5528	1.00E-06	0.447755369	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.117980416	0.443389375	1.00E-06	0.24956185	1.00E-06	0.058390462	0.498085473	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.081150676	0.112568764	1.00E-06	1.00E-06	0.553336021	0.101645477	1.00E-06	0.300130824
MGC5566	MGC5566	7.454882625	5.958349466	2.491916833	2.832118321	2.536299853	4.209029885	3.147342199	5.50605728	9.257697751	10.2476137	7.41866741	9.361563335	4.365402333	3.810444484	2.660804896	3.001556128	3.972440234	2.960770648	3.060399571	2.350062587	2.383140385	6.350415381	5.211515615	5.555567571	6.071933358	5.381695877	5.647279871	5.615557155	0.128874858
